분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
교육/체험,2023 「간송매듭」참가자 모집,2023.3.21 0:00,2023.5.2 0:00,간송옛집(시루봉로 149-18),역 없음,-1.0
전시/미술,"[2023 운현궁 기획전시] 지화, 지화(紙花, 紙畵) ",2023.3.21 0:00,2023.3.26 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
클래식,2023 3월 천원의 행복_해설이있는 고잉 온 콘서트,2023.3.21 0:00,2023.3.21 0:00,세종대극장,서울역(경의선),2044.0443473650962
독주/독창회,소프라노 박지영 독창회,2023.3.21 0:00,2023.3.21 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,화요콘서트 '하이든 교향곡 전곡 시리즈 16',2023.3.21 0:00,2023.3.21 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
교육/체험,2023 다가치포럼 제1차 토론회 - 복지사각지대로서의 이주민사회 들여다보기,2023.3.21 0:00,2023.3.21 0:00,구로문화재단 구로아트밸리예술극장 지하1층 소강당,구로역,956.6549783335595
교육/체험,2023년 상반기 세종예술아카데미 예술프로그램,2023.3.20 0:00,2023.7.22 0:00,"세종문화회관 세종예술아카데미 스퀘어홀, 오픈스테이지 외",서울역(경의선),2044.0443473650962
영화,2023년 상반기 서울역사박물관 배리어프리영화관 운영 안내,2023.3.20 0:00,2023.6.22 0:00,박물관 1층 강당 야주개홀,서울역(경의선),1716.058726854392
독주/독창회,전소영 피아노 독주회,2023.3.20 0:00,2023.3.20 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,S.E.PhiA 3rd Concert : Animato,2023.3.19 0:00,2023.3.19 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,"[한성백제박물관] 2023 상반기 주말가족교육 [백제의 무덤, 영혼의 안식처]",2023.3.18 0:00,2023.7.15 0:00,한성백제박물관,수서역,3568.713881815745
교육/체험,[한성백제박물관] 2023 상반기 주말문화유산탐방 [백제왕도 탐방],2023.3.18 0:00,2023.6.3 0:00,한성백제박물관,수서역,3568.713881815745
교육/체험,생활 드로잉 [영화를 그리는 시간],2023.3.18 0:00,2023.4.29 0:00,충무로영상센터 오!재미동 (충무로역),서울역(경의선),2190.1427835140425
교육/체험,[구립증산정보도서관]2023 상반기 도란도란 책 누나 동아리 1기,2023.3.18 0:00,2023.4.15 0:00,가족열람실,디지털미디어시티역,822.2810692982113
전시/미술,서리풀청년아트갤러리 3월 전시 [Virtual Insanity],2023.3.18 0:00,2023.4.14 0:00,서리풀청년아트갤러리,교대역,1316.4734171023745
기타,[3월/성인메이킹] (김동식 작가) 초단편 글쓰기 / Book Cx클래스,2023.3.18 0:00,2023.4.8 0:00,마포구립서강도서관 3층 Book C,서강대역,568.4632211027697
전시/미술,DDP협력전시 [VIDAK 2023 봄 국제초대전],2023.3.18 0:00,2023.3.24 0:00,"동대문디자인플라자(DDP) 뮤지엄 디자인둘레길 A,B구간(B2~1F)",왕십리역,2367.010098044175
뮤지컬/오페라,디 오리지널 프렌치뮤지컬 갈라콘서트,2023.3.18 0:00,2023.3.19 0:00,세종대극장,서울역(경의선),2044.0443473650962
연극,즉흥공감극장(Playback Theatre)봄 정기공연,2023.3.18 0:00,2023.3.19 0:00,꿈의숲 퍼포먼스홀,서울역(경의선),2044.0443473650962
연극,극단 마고 [고목] 2023대한민국연극제 서울대회,2023.3.18 0:00,2023.3.18 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
교육/체험,[구립증산정보도서관]3.1절 기념 프로그램 '독립운동가가 되어 비밀작전을 수행하라!' ,2023.3.18 0:00,2023.3.18 0:00, 4층 문화강좌실,디지털미디어시티역,822.2810692982113
뮤지컬/오페라,가족뮤지컬 겨울왕국스토리 겨울이야기,2023.3.18 0:00,2023.3.18 0:00,은평문화예술회관,디지털미디어시티역,3793.353199199758
클래식,마포인재육성장학재단과 함께하는 [2023 신춘음악회],2023.3.18 0:00,2023.3.18 0:00,마포아트센터 아트홀맥,서강대역,927.9485014860999
연극,코미디 연극 [그놈은 예뻤다],2023.3.18 0:00,2023.3.18 0:00,충무아트센터 소극장 블루,왕십리역,1902.5974567777855
클래식,"2023 서울시향 우리동네음악회 [이태원 다시, 봄]",2023.3.18 0:00,2023.3.18 0:00,용산아트홀,서빙고역,1477.145298357718
클래식,에티카 앙상블과 떠나는 세계음악여행 I,2023.3.18 0:00,2023.3.18 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,디아트원 제6회 정기연주회 - 봄에 듣는 피아졸라 탱고,2023.3.18 0:00,2023.3.18 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,2023 성동문화재단 봄바람 콘서트  '봄이 빛나는 밤에',2023.3.18 0:00,2023.3.18 0:00,소월아트홀(왕십리역9번출구),왕십리역,205.9810493581917
클래식,"재능나눔콘서트 '미식음감, 이탈리아 문화 도시 여행 : A.스카를라티 & 이탈리아 피자의 도시 나폴리'",2023.3.18 0:00,2023.3.18 0:00,서울역사박물관 1층 로비,서울역(경의선),1716.058726854392
교육/체험,과학관에서 만나는 치매 : 과만치,2023.3.17 0:00,2023.3.31 0:00,"서울시립과학관 (강연) 1/2층 사이언스홀, (체험강의) 3층 교육실",월계역,1912.5950122440474
연극,연극 [러브레터],2023.3.17 0:00,2023.3.18 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
뮤지컬/오페라,차차차원이 다다른 차원,2023.3.17 0:00,2023.3.18 0:00,금나래아트홀 공연장,금천구청역,170.13877233869096
클래식,강남심포니오케스트라 제97회 정기연주회 MASTERPIECE SERIES Ⅷ,2023.3.17 0:00,2023.3.17 0:00,예술의전당 콘서트홀,교대역,1416.487542459644
클래식,못다한 이야기 Unfinished Story,2023.3.17 0:00,2023.3.17 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,[서울시립교향악단] 우리동네 음악회,2023.3.17 0:00,2023.3.17 0:00,관악아트홀,관악산,179.6477634505321
교육/체험,[한성백제박물관] 중장년층 백제 왕도 탐방,2023.3.16 0:00,2023.6.8 0:00,한성백제박물관 전시실 및 몽촌토성,수서역,3568.713881815745
전시/미술,"파편, 다시 태어나다",2023.3.16 0:00,2023.5.28 0:00,한문화 너나들이센터  (서울시 은평구 연서로50길 10),역 없음,-1.0
교육/체험,[구립증산정보도서관]그림책 속 마음 이끄미 샘들과 함께 하는 감정 북큐레이션 '내 마음을 읽어요',2023.3.16 0:00,2023.3.30 0:00,어린이열람실,디지털미디어시티역,822.2810692982113
콘서트,2023년 서울시청 시민청 [활력콘서트] 3월 공연,2023.3.16 0:00,2023.3.30 0:00,서울시청 시민청 지하1층 활짝라운지,서울역(경의선),1496.9335131662397
전시/미술,[공간 공모 지원사업] 홍정임 '느슨한 이미지의 연대',2023.3.16 0:00,2023.3.28 0:00,서울시청 시민청 지하 1층 시민청 갤러리,서울역(경의선),1496.9335131662397
클래식,2023 국립심포니오케스트라 실내악시리즈Ⅰ `트리오`,2023.3.16 0:00,2023.3.16 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,2023 유망신예데뷔콘서트,2023.3.16 0:00,2023.3.16 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
전시/미술,있는 것은 아름답다 사진전,2023.3.15 0:00,2023.6.30 0:00,충무아트센터 갤러리,왕십리역,1902.5974567777855
교육/체험,[구립증산정보도서관]어린이 북큐레이션 동아리 책친구,2023.3.15 0:00,2023.6.21 0:00, 어린이열람실,디지털미디어시티역,822.2810692982113
교육/체험,서교음악배움터 작곡 베이직 클래스,2023.3.15 0:00,2023.6.8 0:00,"서울생활문화센터 서교 (연습실, 강의실, 다목적실 등)",홍대입구역,1122.0583289222313
교육/체험,'모두의음악'과 함께하는 '서교음악배움터',2023.3.15 0:00,2023.6.8 0:00,"서울생활문화센터 서교 (연습실, 강의실, 다목적실 등)",홍대입구역,1122.0583289222313
교육/체험,서울생활문화센터 서교 음악강좌 ,2023.3.15 0:00,2023.6.1 0:00,"서울생활문화센터 서교 연습실, 강의실, 다목적실",홍대입구역,1122.0583289222313
기타,[서강도서관] [4월-5월/일반강좌] (전병근 큐레이터) 사피엔스 / 2023년 읽는 인간 호모부커스 Ⅰ,2023.3.15 0:00,2023.5.4 0:00,3층 세미나실,서강대역,568.4632211027697
전시/미술,예측 가능한 미래展,2023.3.15 0:00,2023.4.30 0:00,강동아트센터 아트갤러리 그림,덕소역,6027.376338643684
교육/체험,"[서울역사박물관] 우리 따로, 또 같이 - 너와 나의 경희궁",2023.3.15 0:00,2023.4.28 0:00,"서울역사박물관, 경희궁",서울역(경의선),1716.058726854392
뮤지컬/오페라,"왁자지껄 수다 뮤지컬 [다시, 봄]",2023.3.15 0:00,2023.4.1 0:00,세종S씨어터,서울역(경의선),2044.0443473650962
전시/미술,사.한국장애인미술협회 설레는 동행전,2023.3.15 0:00,2023.3.25 0:00,중랑아트센터 제1전시실,망우역,138.95532826764847
축제-문화/예술,2023 서울패션위크,2023.3.15 0:00,2023.3.19 0:00,"아트홀 1관, 아트홀 2관, 컨퍼런스홀, 어울림광장 일대",왕십리역,2367.010098044175
클래식,2023 김호중 클래식 콘서트 [TVAROTTI],2023.3.15 0:00,2023.3.16 0:00,세종대극장,서울역(경의선),2044.0443473650962
무용,해설이 있는 발레 [백조의 호수],2023.3.15 0:00,2023.3.15 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
연극,극단 노을 [붉은 오르골] 2023대한민국연극제 서울대회,2023.3.15 0:00,2023.3.15 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
콘서트,Candlelight Guitar 서승민,2023.3.15 0:00,2023.3.15 0:00,오류문화센터 오류아트홀,오류동역,168.8479502765842
독주/독창회,최유리 피아노 독주회,2023.3.15 0:00,2023.3.15 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,2023년 운현궁 티타임,2023.3.14 0:00,2023.12.15 0:00,운현궁 회랑(당 내에서는 체험 불가),서울역(경의선),2779.097895779698
전시/미술,문화실험공간 호수 특별전시 [토끼의 정원],2023.3.14 0:00,2023.5.7 0:00,문화실험공간 호수 ,수서역,2522.457929822271
교육/체험,[휴휴프로그램Ⅱ] ,2023.3.14 0:00,2023.3.30 0:00,몽촌역사관,수서역,4522.899998483795
전시/미술,[공간 공모 지원사업] 샬린손 '치유를 위한 그림',2023.3.14 0:00,2023.3.21 0:00,서울시청 시민청 지하1층 시민플라자A,서울역(경의선),1496.9335131662397
교육/체험,2023년 서초구립내곡도서관 개관5주년 기념 행사,2023.3.14 0:00,2023.3.19 0:00,서초구립내곡도서관,구룡역,3915.3943074294284
전시/미술,[2023 운현궁 기획전시] 공간(전통-현대) 윤병렬 개인전,2023.3.14 0:00,2023.3.19 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
클래식,그리움 그리고 또 사랑,2023.3.14 0:00,2023.3.14 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,아밋 펠레드(Amit Peled) & 이선미 리싸이틀,2023.3.14 0:00,2023.3.14 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
전시/미술,이한열기념관 이태원 참사 추모전시 《위로하는 정신(희망의 조각들이 날개가 되어)》,2023.3.13 0:00,2023.5.26 0:00,이한열기념관 3층 기획전시실 ,서강대역,350.5062054457894
교육/체험,[구립증산정보도서관] 새학기 맞이 독서통장 연계 이벤트 '차곡차곡 독서 채움+ 적금',2023.3.13 0:00,2023.3.30 0:00, 어린이 열람실,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관]꼬마북클럽 3월 '여행은 제비항공',2023.3.13 0:00,2023.3.20 0:00,지하 문화강좌실,디지털미디어시티역,822.2810692982113
독주/독창회,강지성 첼로 독주회,2023.3.13 0:00,2023.3.13 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,독일가곡의 밤,2023.3.12 0:00,2023.3.12 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,Thu Le 클래식기타연주회,2023.3.12 0:00,2023.3.12 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
교육/체험,[서울역사박물관] 제38기 고등학생 인턴제,2023.3.11 0:00,2023.4.1 0:00,온라인 원격 교육,서울역(경의선),1716.058726854392
교육/체험,원당한옥마을도서관 「고즈넉한 북살롱: 자녀를 위한 문해력」,2023.3.11 0:00,2023.3.18 0:00,원당마을한옥도서관 바른채,방학역,2135.0782168955293
국악,[기획공연] 대박!오일장,2023.3.11 0:00,2023.3.11 0:00,은평문화예술회관 공연장,디지털미디어시티역,3793.353199199758
독주/독창회,"봄, 한국가곡 소프라노 이해원 독창회",2023.3.11 0:00,2023.3.11 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
클래식,2023 서울시향 코파친스카야의 쇼스타코비치 ②,2023.3.11 0:00,2023.3.11 0:00,롯데콘서트홀,수서역,2919.104646360205
연극,창작공동체 아르케[우리읍내] 2023대한민국연극제 서울대회,2023.3.11 0:00,2023.3.11 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
국악,2023 풀이 정기공연,2023.3.11 0:00,2023.3.11 0:00,꿈의숲 퍼포먼스홀,서울역(경의선),2044.0443473650962
클래식,해설이 있는 음악회 [봄나는 클래식],2023.3.11 0:00,2023.3.11 0:00,오류아트홀,오류동역,168.8479502765842
독주/독창회,김아름 피아노 독주회,2023.3.11 0:00,2023.3.11 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,아르스피아노앙상블 제3회 정기연주회,2023.3.11 0:00,2023.3.11 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
전시/미술,꿈의숲아트센터 유휴공간프로젝트_파라다이스 77(paradise 77),2023.3.10 0:00,2023.6.9 0:00,꿈의숲아트센터,서울역(경의선),2044.0443473650962
독주/독창회,문인영 피아노 독주회,2023.3.10 0:00,2023.3.10 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,2023 서울시향 코파친스카야의 쇼스타코비치 ①,2023.3.10 0:00,2023.3.10 0:00,롯데콘서트홀,수서역,2919.104646360205
국악,서울돈화문국악당 2023 산조대전,2023.3.9 0:00,2023.3.26 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
교육/체험,[구립증산정보도서관] 2023 테마전시 '책 따라 걷는 도서관' 3월 원화전시 - 혼자 오니?,2023.3.9 0:00,2023.3.22 0:00,어린이열람실,디지털미디어시티역,822.2810692982113
연극,2023 대한민국연극제 서울대회,2023.3.9 0:00,2023.3.19 0:00,나루아트센터 대공연,서울숲역,2360.737961356932
연극,용감한 탄티,2023.3.9 0:00,2023.3.11 0:00,노원어린이극장,창동역,1418.174591518842
전시/미술,패션코드 2023 F/W,2023.3.9 0:00,2023.3.11 0:00,"디자인랩 1F D-숲, 2F 오프라운지, 4F 잔디사랑방",왕십리역,2367.010098044175
콘서트,"봄의 클래식 향기 Plus Show '사계, 그리고 봄'",2023.3.9 0:00,2023.3.9 0:00,심산문화센터 반포심산아트홀,교대역,2095.1772752329834
독주/독창회,사공유정 피아노 독주회,2023.3.9 0:00,2023.3.9 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
독주/독창회,소프라노 이송이 독창회,2023.3.9 0:00,2023.3.9 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
전시/미술,이은희 개인전《피로의 한계》,2023.3.8 0:00,2023.4.5 0:00,두산갤러리,왕십리역,3265.020509945049
전시/미술,Sing The Light of Hope(서숙양 개인전),2023.3.8 0:00,2023.3.31 0:00,올리비아박 갤러리(강남구 청담동 6-12 1층),압구정로데오역,743.2824005945618
전시/미술,서양화과 협력전시 [계절을 넘어서_성장할까요],2023.3.8 0:00,2023.3.30 0:00,삼각산시민청 2동 삼각산시민청갤러리,방학역,3021.1946860707353
교육/체험,[구립증산정보도서관]나의 정리 해방일지,2023.3.8 0:00,2023.3.15 0:00, 2층 소강당,디지털미디어시티역,822.2810692982113
교육/체험,"[구립증산정보도서관] 책 읽어주는 사서 [우리 계속, 함께 책 읽자!]",2023.3.8 0:00,2023.3.15 0:00, 1층 가족열람실,디지털미디어시티역,822.2810692982113
콘서트,마티네 콘서트 [낭만드림] 3월,2023.3.8 0:00,2023.3.8 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
독주/독창회,소프라노 김선희 독창회,2023.3.8 0:00,2023.3.8 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
전시/미술,"'대구 일번지, 향촌동 이야기'",2023.3.7 0:00,2023.5.7 0:00,서울역사박물관 1층 로비,서울역(경의선),1716.058726854392
전시/미술,"[케이움 갤러리] Spring Fever : 봄을, 타다. (김미로, 이고운, 정직성 3인 기획전)",2023.3.7 0:00,2023.3.28 0:00,케이움 갤러리 ,수서역,2066.748657544068
축제-문화/예술,NFT KOREA FESTIVAL 2023,2023.3.7 0:00,2023.3.8 0:00,아트홀 B2F 아트홀2관,왕십리역,2367.010098044175
클래식,뮤지카듀오협회 제39회 정기연주회,2023.3.7 0:00,2023.3.7 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
영화,[서초문화재단] 심산 영화관 삼일절 특별상영 '항거: 유관순 이야기',2023.3.7 0:00,2023.3.7 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
클래식,소프라노 신소연 & 소프라노 김미연 듀오 리싸이틀,2023.3.7 0:00,2023.3.7 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
영화,도봉구 3월 도봉시네마 [그 때 그 시절 청춘극장],2023.3.6 0:00,2023.3.29 0:00,도봉구민회관 3층 소공연장,창동역,819.605027110512
교육/체험,"[도봉문화정보도서관] 50+, 그림책 꽃이 피었습니다",2023.3.6 0:00,2023.3.27 0:00,도봉문화정보도서관 2층 문화마루,녹천역,662.0161994663886
교육/체험,[구립증산정보도서관]3월 어린이 독서퀴즈,2023.3.6 0:00,2023.3.27 0:00,어린이열람실,디지털미디어시티역,822.2810692982113
영화,2023년 도봉시네마 3월 상영작 안내,2023.3.6 0:00,2023.3.27 0:00,도봉구민회관 3층 소공연장,창동역,782.2851371582789
교육/체험,[구립증산정보도서관]3월 테마전시체험전 [할머니네 방앗간],2023.3.6 0:00,2023.3.22 0:00,1층 로비 및 가족열람실,디지털미디어시티역,822.2810692982113
전시/미술,[2023 운현궁 기획전시] 운현궁 색을 품다,2023.3.6 0:00,2023.3.12 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
독주/독창회,소프라노 강채원 독창회,2023.3.6 0:00,2023.3.6 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
축제-기타,"[금천가족공연예술축제] 일요일엔, 마실가듯 탈춤!",2023.3.5 0:00,2023.4.30 0:00,홈페이지 참고,석수역,1264.5231634827662
클래식,비르투오소필하모닉 오케스트라 제25회 정기연주회,2023.3.5 0:00,2023.3.5 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
클래식,김수진 & 신희정 피아노 듀오 리사이틀,2023.3.5 0:00,2023.3.5 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,우리가족 박물관 여행,2023.3.4 0:00,2023.6.24 0:00,서울역사박물관,서울역(경의선),1716.058726854392
교육/체험,전통 목가구 제작 [소목교실] 참여자 모집,2023.3.4 0:00,2023.5.20 0:00,은평역사한옥박물관 목공실,지축역,2305.796931398474
교육/체험,[서울생활사박물관] 가족 생활사 공작소 교육 프로그램,2023.3.4 0:00,2023.5.13 0:00,서울생활사박물관,석계역,1141.553071907069
뮤지컬/오페라,뮤지컬 [어린왕자],2023.3.4 0:00,2023.4.23 0:00,충무아트센터 중극장 블랙,왕십리역,1902.5974567777855
전시/미술,Again 골목안 풍경 속으로,2023.3.4 0:00,2023.4.3 0:00,서울 종로구 인사동길45 인덕빌딩 3층  ,서울역(경의선),2477.8594645936264
교육/체험,[서울상상나라] (가족요리) 알록달록 꽃 피자,2023.3.4 0:00,2023.3.26 0:00,지하 1층 요리놀이실,서울숲역,2998.9004466115066
교육/체험,[서울상상나라] (오감요리) 벚꽃 쿠키,2023.3.4 0:00,2023.3.26 0:00,지하 1층 요리놀이실,서울숲역,2998.9004466115066
교육/체험,[서울역사박물관] 청소년 자원봉사 '서울역사지킴이',2023.3.4 0:00,2023.3.25 0:00,서울역사박물관 2학습실,서울역(경의선),1716.058726854392
교육/체험,[몽촌토성투어프로그램] '개로왕의 밀지 첩자의 흔적',2023.3.4 0:00,2023.3.25 0:00,몽촌역사관,수서역,4522.899998483795
클래식,서울과기대 졸업생 오케스트라 제 1회 정기 연주회,2023.3.4 0:00,2023.3.4 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
뮤지컬/오페라,해설과 함께하는 오페라 콘서트 [라 트라비아타],2023.3.4 0:00,2023.3.4 0:00,강북진달래홀,창동역,3325.003799746686
클래식,Composer Series Ⅱ ： Wolfgang Amadeus Mozart '모차르트 협주곡의 밤',2023.3.4 0:00,2023.3.4 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
뮤지컬/오페라,프린세스 공주뮤지컬쇼,2023.3.4 0:00,2023.3.4 0:00,은평문화예술회관 공연장,디지털미디어시티역,3793.353199199758
독주/독창회,김예라 피아노 독주회,2023.3.4 0:00,2023.3.4 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
전시/미술,캣워크페스타,2023.3.3 0:00,2023.3.5 0:00,"동대문디자인플라자 아트홀 1관, 2관",왕십리역,2367.010098044175
교육/체험,《강석호: 3분의 행복》 전시연계 대담,2023.3.3 0:00,2023.3.3 0:00,서울시립미술관 서소문본관 3층 전시실,서울역(경의선),1075.546389925713
클래식,이지연 플루트 독주회 - 여성 작곡가들의 플루트 음악 II,2023.3.3 0:00,2023.3.3 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,[서초문화원] 수요열린음악회- Three Voices,2023.3.3 0:00,2023.3.3 0:00,서초문화예술회관 아트홀,도곡역,2004.3701303828643
클래식,오현정 신은숙 피아노 듀오리사이틀,2023.3.3 0:00,2023.3.3 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
무용,깨비와 혹부리영감,2023.3.3 0:00,2023.3.3 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
교육/체험,[돈의문박물관마을] 한옥예술체험 '예술가의 시간',2023.3.2 0:00,2023.12.31 0:00,돈의문박물관마을 한옥동,서울역(경의선),1581.7037616374016
교육/체험,2023년 삼각산동화책,2023.3.2 0:00,2023.11.30 0:00,삼각산시민청 1동 활짝라운지 (도봉구 삼양로 592),방학역,3021.1946860707353
콘서트,Kwavecon,2023.3.2 0:00,2023.10.31 0:00,케이터틀 2층 K웨이브홀(컨벤션홀),역 없음,-1.0
교육/체험,한옥예술체험-예술가의 시간 (상반기),2023.3.2 0:00,2023.7.30 0:00,돈의문박물관마을 한옥,서울역(경의선),1581.7037616374016
전시/미술,《시간/물질: 생동하는 뮤지엄  TIME/MATERIAL: Performing Museology》,2023.3.2 0:00,2023.6.10 0:00,스페이스 씨,압구정로데오역,776.091031628407
교육/체험,[구립증산정보도서관] 북인사이트 2023년 03월 : 봄이 왔나 봄!,2023.3.2 0:00,2023.3.30 0:00,2층 종합자료실 앞,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관] 2023년 시가 자라는 나무 3월 : 봄 '나태주 컬렉션',2023.3.2 0:00,2023.3.30 0:00, 2층 종합자료실,디지털미디어시티역,822.2810692982113
교육/체험,옹기테마체험관 3월 프로그램,2023.3.2 0:00,2023.3.28 0:00,옹기테마공원,신내역,1300.0934839607748
교육/체험,[휴휴프로그램Ⅰ] ,2023.3.2 0:00,2023.3.16 0:00,몽촌역사관,수서역,4522.899998483795
교육/체험,10&10 기억하고 상상하다,2023.3.2 0:00,2023.3.11 0:00,서초구립반포도서관,교대역,1064.0760176833758
무용,국립무용단 [더 룸],2023.3.2 0:00,2023.3.4 0:00,국립극장 달오름,옥수역,2136.423828413686
클래식,알베로앙상블 제4회 정기연주회,2023.3.2 0:00,2023.3.2 0:00,심산문화센터 반포심산아트홀,교대역,2095.1772752329834
클래식,"동요, 클래식이 되다",2023.3.2 0:00,2023.3.2 0:00,강동아트센터 대극장 한강,덕소역,6027.376338643684
클래식,2023 서울시향 우리동네 음악회 실내악,2023.3.2 0:00,2023.3.2 0:00,중랑구청 대강당,상봉역,2354.4651342001885
클래식,[문화N중랑] 서울시립교향악단 '우리동네 음악회 실내악',2023.3.2 0:00,2023.3.2 0:00,중랑구청 대강당,역 없음,-1.0
클래식,"이호연, 정민정 피아노 듀오 리사이틀",2023.3.2 0:00,2023.3.2 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,오혜전 현주희 듀오 렉처리사이틀,2023.3.2 0:00,2023.3.2 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,"2023년 함석헌기념관 힐링in문학(낭독) [낭만, 함석헌] 참여자 모집",2023.3.1 0:00,2023.12.31 0:00,함석헌기념관 유리온실,창동역,1132.98288257156
교육/체험,2023년 함석헌기념관 힐링in문학(낭송) [무욕청정(無欲淸淨)] 참여자 모집,2023.3.1 0:00,2023.12.13 0:00,함석헌기념관 유리온실,창동역,1132.98288257156
교육/체험,2023 수요창작소,2023.3.1 0:00,2023.11.29 0:00,삼각산시민청 1동 활짝라운지 (도봉구 삼양로 592),방학역,3021.1946860707353
콘서트,2023 삼각산 활력콘서트,2023.3.1 0:00,2023.10.26 0:00,삼각산시민청 1동 2층 활짝라운지,방학역,3021.1946860707353
콘서트,2023년 솔밭 수요버스킹,2023.3.1 0:00,2023.6.30 0:00,"동북권 일대 (솔밭근린공원, 창동역 1번출구, 우이교 음악분수)",방학역,2975.7558531925215
전시/미술,에그박사팀의 연구실 in 노들섬,2023.3.1 0:00,2023.6.30 0:00,노들섬 노들갤러리 1관,용산역,1483.6956524785294
콘서트,2023 노들버스킹,2023.3.1 0:00,2023.6.25 0:00,노들섬 노들서가,용산역,1483.6956524785294
전시/미술,"금천 다시, 봄",2023.3.1 0:00,2023.3.31 0:00,금나래갤러리,금천구청역,170.13877233869096
교육/체험,[서울애니메이션센터] 도심 속 문화체험공간! 만화도서관 & 애니소풍,2023.3.1 0:00,2023.3.31 0:00,"서울애니메이션센터 1,2층",서울역(경의선),1247.8849087599187
전시/미술,[헌책 기획 전시] 헌책방의 음악가들,2023.2.28 0:00,2023.5.28 0:00,서울책보고,수서역,3868.5912394940333
전시/미술,"김윤신: 더하고 나누며, 하나",2023.2.28 0:00,2023.5.7 0:00,"서울시립 남서울미술관 1층 야외, 1층 전시실, 2층 전시실",관악산,3140.311895960292
전시/미술,Moon Shot Thinking,2023.2.28 0:00,2023.3.31 0:00,서울 강남구 청담동 6-12 1층 올리비아박 갤러리 Hall 2,압구정로데오역,743.2824005945618
교육/체험,서울식물원 로봇 '로보타닉'이 안내해드립니다!,2023.2.28 0:00,2023.3.31 0:00,서울식물원 온실 등,마곡나루,777.3225084008462
독주/독창회,신효영 피아노 독주회,2023.2.28 0:00,2023.2.28 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,Petite Concert 비올리스트 신경식 리사이틀 : TIME LOOP,2023.2.28 0:00,2023.2.28 0:00,심산문화센터 반포심산아트홀,교대역,2095.1772752329834
클래식,노원 필하모니커 창단 및 제1회 정기연주회,2023.2.28 0:00,2023.2.28 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
교육/체험,"[쌍문채움도서관] 문화가 있는 날 문학, 재즈와 만나다",2023.2.28 0:00,2023.2.28 0:00,쌍문채움도서관 2층 다목적 강당,창동역,331.7664692983653
클래식,나우피아노연구회 정기연주회,2023.2.28 0:00,2023.2.28 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
